order_id,Category,Menu_Item,Price,Quantity,Total_Item_Price,date,time
ORD0114,Main Course,Veg Fried Rice,53,1,53,01-04-2024,14:50:00
ORD1077,Sides,Roti,12,2,24,01-04-2024,15:41:00
ORD1540,Street Food,Samosa,13,3,39,01-04-2024,16:07:00
ORD1099,Street Food,Misal Pav,60,1,60,01-05-2024,10:18:00
ORD1244,Sides,Raita,18,1,18,01-05-2024,10:25:00
ORD1367,Sides,French Fries,34,2,68,01-05-2024,10:26:00
ORD1828,Street Food,Vada Pav,12,1,12,01-05-2024,10:32:00
ORD1842,Beverages,Tea,12,1,12,01-05-2024,10:59:00
ORD0771,Street Food,Pani Puri,21,1,21,01-05-2024,11:01:00
ORD0055,Beverages,Tea,12,1,12,01-05-2024,11:11:00
ORD0700,Main Course,Veg Pulao,57,3,171,01-05-2024,11:31:00
ORD0926,Main Course,Dal Makhani,64,3,192,01-05-2024,11:44:00
ORD1765,Beverages,Tea,12,1,12,01-05-2024,11:55:00
ORD0688,Sides,Raita,18,3,54,01-05-2024,12:06:00
ORD0947,Street Food,Pav Bhaji,69,2,138,01-05-2024,12:08:00
ORD1229,Sides,Raita,18,1,18,01-05-2024,12:15:00
ORD1248,Beverages,Cold Drink,20,3,60,01-05-2024,12:29:00
ORD0603,Main Course,Poha,21,3,63,01-05-2024,12:30:00
ORD1034,Beverages,Tea,12,1,12,01-05-2024,12:46:00
ORD0897,Street Food,Misal Pav,60,3,180,01-05-2024,13:07:00
ORD1479,Sides,Manchurian,54,2,108,01-05-2024,13:27:00
ORD0226,Sides,Jeera Rice,35,3,105,01-05-2024,14:00:00
ORD1589,Street Food,Samosa,13,3,39,01-05-2024,14:04:00
ORD0073,Main Course,Veg Fried Rice,53,1,53,01-05-2024,14:23:00
ORD1523,Street Food,Pani Puri,21,2,42,01-05-2024,14:37:00
ORD0368,Main Course,Dal Makhani,64,2,128,01-05-2024,15:29:00
ORD1293,Beverages,Tea,12,2,24,01-05-2024,15:30:00
ORD0782,Main Course,Chicken Sandwich,66,2,132,01-05-2024,15:38:00
ORD1127,Sides,French Fries,34,1,34,01-05-2024,15:38:00
ORD0633,Street Food,Pani Puri,21,1,21,01-05-2024,15:55:00
ORD1723,Street Food,Pav Bhaji,69,1,69,01-05-2024,16:01:00
ORD0007,Main Course,Veg Pulao,57,2,114,01-05-2024,16:23:00
ORD0275,Street Food,Vada Pav,12,3,36,01-06-2024,10:08:00
ORD0355,Sides,Manchurian,54,1,54,01-06-2024,10:12:00
ORD0590,Sides,Roti,12,1,12,01-06-2024,10:21:00
ORD0709,Sides,Manchurian,54,3,162,01-06-2024,10:30:00
ORD1725,Beverages,Coffee,19,3,57,01-06-2024,11:23:00
ORD1971,Sides,Raita,18,3,54,01-06-2024,11:30:00
ORD1522,Street Food,Vada Pav,12,1,12,01-06-2024,12:10:00
ORD0589,Beverages,Cold Drink,20,3,60,01-06-2024,12:11:00
ORD1062,Beverages,Coffee,19,1,19,01-06-2024,12:41:00
ORD0686,Street Food,Pani Puri,21,1,21,01-06-2024,12:45:00
ORD1949,Street Food,Samosa,13,3,39,01-06-2024,13:04:00
ORD0708,Street Food,Misal Pav,60,3,180,01-06-2024,13:05:00
ORD0471,Street Food,Misal Pav,60,1,60,01-06-2024,13:09:00
ORD0438,Sides,Raita,18,3,54,01-06-2024,13:14:00
ORD1749,Beverages,Coffee,19,1,19,01-06-2024,14:30:00
ORD1363,Main Course,Poha,21,2,42,01-06-2024,14:35:00
ORD1866,Main Course,Veg Fried Rice,53,3,159,01-06-2024,14:39:00
ORD1224,Beverages,Tea,12,3,36,01-06-2024,14:58:00
ORD0751,Sides,Jeera Rice,35,2,70,01-06-2024,15:01:00
ORD1163,Street Food,Pani Puri,21,3,63,01-06-2024,15:03:00
ORD1655,Sides,French Fries,34,2,68,01-06-2024,15:20:00
ORD1711,Sides,Jeera Rice,35,3,105,01-06-2024,15:26:00
ORD1206,Main Course,Poha,21,3,63,01-06-2024,16:04:00
ORD1987,Main Course,Chicken Sandwich,66,3,198,01-06-2024,16:10:00
ORD1404,Beverages,Tea,12,1,12,01-06-2024,16:36:00
ORD0334,Beverages,Cold Drink,20,1,20,01-06-2024,16:42:00
ORD1863,Beverages,Coffee,19,3,57,01-06-2024,16:49:00
ORD1302,Street Food,Pav Bhaji,69,1,69,01-06-2024,16:54:00
ORD1889,Main Course,Chicken Sandwich,66,1,66,01-07-2024,10:10:00
ORD1210,Sides,Roti,12,1,12,01-07-2024,10:27:00
ORD0545,Sides,Manchurian,54,2,108,01-07-2024,10:51:00
ORD0419,Beverages,Tea,12,1,12,01-07-2024,10:59:00
ORD1805,Beverages,Cold Drink,20,3,60,01-07-2024,11:14:00
ORD0039,Main Course,Chicken Biryani,89,3,267,01-07-2024,11:28:00
ORD1489,Beverages,Tea,12,3,36,01-07-2024,11:48:00
ORD1753,Sides,Roti,12,1,12,01-07-2024,13:18:00
ORD1958,Main Course,Chicken Fried Rice,71,3,213,01-07-2024,13:28:00
ORD1249,Beverages,Cold Drink,20,3,60,01-07-2024,13:53:00
ORD1744,Main Course,Chicken Fried Rice,71,1,71,01-07-2024,14:16:00
ORD0637,Beverages,Tea,12,3,36,01-07-2024,14:34:00
ORD0781,Beverages,Coffee,19,2,38,01-07-2024,15:24:00
ORD1956,Street Food,Pav Bhaji,69,1,69,01-07-2024,15:25:00
ORD0662,Sides,Roti,12,1,12,01-07-2024,16:10:00
ORD0510,Beverages,Cold Drink,20,2,40,01-07-2024,16:22:00
ORD0230,Beverages,Cold Drink,20,1,20,01-07-2024,16:26:00
ORD1526,Main Course,Poha,21,3,63,01-08-2024,10:33:00
ORD0498,Street Food,Pani Puri,21,2,42,01-08-2024,10:34:00
ORD0302,Street Food,Vada Pav,12,2,24,01-08-2024,12:09:00
ORD0204,Street Food,Samosa,13,1,13,01-08-2024,12:25:00
ORD1140,Sides,Roti,12,3,36,01-08-2024,12:49:00
ORD1817,Sides,Manchurian,54,1,54,01-08-2024,12:52:00
ORD0365,Beverages,Cold Drink,20,2,40,01-08-2024,13:04:00
ORD0918,Beverages,Coffee,19,1,19,01-08-2024,13:08:00
ORD1648,Street Food,Pav Bhaji,69,1,69,01-08-2024,13:27:00
ORD0496,Beverages,Coffee,19,1,19,01-08-2024,13:32:00
ORD0530,Sides,Raita,18,3,54,01-08-2024,14:07:00
ORD1862,Sides,Manchurian,54,3,162,01-08-2024,15:11:00
ORD1901,Sides,Raita,18,3,54,01-08-2024,15:21:00
ORD1834,Beverages,Coffee,19,3,57,01-08-2024,15:28:00
ORD0672,Sides,Raita,18,1,18,01-08-2024,15:34:00
ORD1991,Sides,Raita,18,1,18,01-08-2024,16:00:00
ORD0512,Sides,Raita,18,2,36,01-08-2024,16:20:00
ORD0592,Beverages,Cold Drink,20,2,40,01-08-2024,16:26:00
ORD1913,Beverages,Coffee,19,1,19,01-08-2024,16:34:00
ORD0917,Beverages,Coffee,19,3,57,01-08-2024,16:48:00
ORD0084,Sides,Jeera Rice,35,1,35,01-08-2024,16:57:00
ORD1988,Street Food,Vada Pav,12,3,36,01-09-2024,10:12:00
ORD0561,Main Course,Egg Curry,40,1,40,01-09-2024,10:37:00
ORD0379,Street Food,Pav Bhaji,69,1,69,01-09-2024,11:01:00
ORD1490,Beverages,Tea,12,3,36,01-09-2024,11:57:00
ORD0788,Beverages,Tea,12,1,12,01-09-2024,12:04:00
ORD1887,Sides,Roti,12,1,12,01-09-2024,12:48:00
ORD1352,Street Food,Pani Puri,21,1,21,01-09-2024,12:51:00
ORD1740,Street Food,Vada Pav,12,1,12,01-09-2024,12:52:00
ORD1463,Street Food,Pav Bhaji,69,2,138,01-09-2024,12:53:00
ORD1584,Sides,Roti,12,2,24,01-09-2024,12:58:00
ORD0627,Main Course,Chicken Biryani,89,2,178,01-09-2024,13:15:00
ORD0980,Main Course,Chicken Fried Rice,71,2,142,01-09-2024,14:01:00
ORD1253,Street Food,Pani Puri,21,2,42,01-09-2024,14:03:00
ORD0760,Sides,Jeera Rice,35,3,105,01-09-2024,14:04:00
ORD0479,Street Food,Misal Pav,60,1,60,01-09-2024,14:24:00
ORD0518,Main Course,Chicken Sandwich,66,1,66,01-09-2024,14:43:00
ORD1116,Main Course,Chicken Fried Rice,71,2,142,01-09-2024,14:51:00
ORD0815,Beverages,Cold Drink,20,2,40,01-09-2024,15:29:00
ORD1181,Beverages,Tea,12,1,12,01-09-2024,15:32:00
ORD1570,Main Course,Chicken Fried Rice,71,3,213,01-09-2024,15:33:00
ORD0992,Beverages,Coffee,19,3,57,01-09-2024,16:10:00
ORD1236,Beverages,Tea,12,3,36,01-09-2024,16:32:00
ORD0543,Sides,Manchurian,54,3,162,01-09-2024,16:54:00
ORD1683,Main Course,Poha,21,1,21,01-10-2024,10:07:00
ORD0413,Main Course,Poha,21,2,42,01-10-2024,10:16:00
ORD1694,Street Food,Samosa,13,2,26,01-10-2024,10:18:00
ORD1131,Street Food,Misal Pav,60,1,60,01-10-2024,10:31:00
ORD1608,Main Course,Chicken Biryani,89,2,178,01-10-2024,10:31:00
ORD1665,Sides,Manchurian,54,1,54,01-10-2024,10:47:00
ORD1518,Main Course,Veg Pulao,57,1,57,01-10-2024,10:57:00
ORD1277,Main Course,Egg Curry,40,1,40,01-10-2024,11:16:00
ORD1576,Street Food,Misal Pav,60,3,180,01-10-2024,11:42:00
ORD0348,Street Food,Pav Bhaji,69,1,69,01-10-2024,12:12:00
ORD1716,Sides,Jeera Rice,35,2,70,01-10-2024,13:09:00
ORD0649,Main Course,Chicken Sandwich,66,2,132,01-10-2024,13:56:00
ORD0871,Sides,Manchurian,54,2,108,01-10-2024,14:18:00
ORD0597,Sides,Raita,18,2,36,01-10-2024,14:22:00
ORD1519,Street Food,Samosa,13,3,39,01-10-2024,14:22:00
ORD0331,Sides,Manchurian,54,3,162,01-10-2024,14:34:00
ORD1602,Main Course,Chicken Biryani,89,1,89,01-10-2024,15:05:00
ORD1073,Beverages,Coffee,19,1,19,01-10-2024,15:12:00
ORD0777,Beverages,Tea,12,2,24,01-10-2024,15:23:00
ORD1635,Beverages,Cold Drink,20,3,60,01-10-2024,15:28:00
ORD1142,Street Food,Pani Puri,21,1,21,01-10-2024,15:46:00
ORD1322,Main Course,Chicken Sandwich,66,3,198,01-10-2024,15:53:00
ORD0596,Street Food,Pav Bhaji,69,3,207,01-10-2024,16:11:00
ORD0525,Street Food,Misal Pav,60,2,120,01-10-2024,16:29:00
ORD1159,Main Course,Chicken Fried Rice,71,2,142,01-10-2024,16:39:00
ORD0919,Street Food,Pani Puri,21,3,63,01-11-2024,10:13:00
ORD0713,Sides,Roti,12,2,24,01-11-2024,10:39:00
ORD1039,Street Food,Samosa,13,1,13,01-11-2024,11:00:00
ORD1429,Beverages,Cold Drink,20,2,40,01-11-2024,11:00:00
ORD0881,Sides,Jeera Rice,35,2,70,01-11-2024,11:04:00
ORD1037,Sides,Jeera Rice,35,1,35,01-11-2024,11:07:00
ORD1605,Street Food,Misal Pav,60,2,120,01-11-2024,11:07:00
ORD1241,Street Food,Pani Puri,21,1,21,01-11-2024,11:10:00
ORD1088,Beverages,Tea,12,2,24,01-11-2024,11:27:00
ORD0447,Beverages,Coffee,19,1,19,01-11-2024,11:29:00
ORD0568,Beverages,Cold Drink,20,2,40,01-11-2024,11:55:00
ORD0695,Street Food,Vada Pav,12,2,24,01-11-2024,12:23:00
ORD0058,Beverages,Coffee,19,3,57,01-11-2024,13:08:00
ORD1916,Sides,Raita,18,3,54,01-11-2024,13:14:00
ORD0392,Main Course,Chicken Biryani,89,2,178,01-11-2024,13:19:00
ORD1267,Beverages,Coffee,19,3,57,01-11-2024,13:37:00
ORD0925,Beverages,Coffee,19,1,19,01-11-2024,13:39:00
ORD1506,Sides,Jeera Rice,35,1,35,01-11-2024,14:05:00
ORD0845,Main Course,Chicken Fried Rice,71,3,213,01-11-2024,14:06:00
ORD0839,Street Food,Pani Puri,21,1,21,01-11-2024,14:50:00
ORD0010,Main Course,Veg Pulao,57,3,171,01-11-2024,15:03:00
ORD1100,Main Course,Dal Makhani,64,1,64,01-11-2024,15:13:00
ORD1992,Sides,Raita,18,2,36,01-11-2024,15:14:00
ORD0311,Sides,Manchurian,54,1,54,01-11-2024,15:21:00
ORD1454,Beverages,Coffee,19,2,38,01-11-2024,15:27:00
ORD1054,Street Food,Vada Pav,12,2,24,01-11-2024,15:39:00
ORD1266,Street Food,Misal Pav,60,3,180,01-11-2024,15:47:00
ORD1888,Main Course,Veg Pulao,57,1,57,01-11-2024,15:57:00
ORD0606,Main Course,Veg Pulao,57,3,171,01-11-2024,15:59:00
ORD1150,Beverages,Tea,12,2,24,01-11-2024,16:07:00
ORD1263,Sides,Roti,12,1,12,01-12-2024,10:06:00
ORD0775,Beverages,Coffee,19,3,57,01-12-2024,10:25:00
ORD1803,Street Food,Misal Pav,60,3,180,01-12-2024,10:30:00
ORD1829,Beverages,Tea,12,2,24,01-12-2024,10:59:00
ORD0021,Main Course,Poha,21,2,42,01-12-2024,11:17:00
ORD1081,Sides,French Fries,34,3,102,01-12-2024,11:21:00
ORD0548,Main Course,Dal Makhani,64,3,192,01-12-2024,12:02:00
ORD1251,Sides,Jeera Rice,35,1,35,01-12-2024,12:09:00
ORD1090,Sides,Manchurian,54,1,54,01-12-2024,12:20:00
ORD0146,Sides,Manchurian,54,2,108,01-12-2024,13:00:00
ORD1246,Beverages,Coffee,19,3,57,01-12-2024,13:05:00
ORD0755,Sides,French Fries,34,1,34,01-12-2024,14:50:00
ORD0684,Street Food,Pani Puri,21,1,21,01-12-2024,14:59:00
ORD0619,Street Food,Pani Puri,21,1,21,01-12-2024,15:10:00
ORD1671,Sides,French Fries,34,1,34,01-12-2024,15:38:00
ORD1698,Main Course,Chicken Fried Rice,71,3,213,01-12-2024,15:58:00
ORD0629,Sides,Roti,12,3,36,01-12-2024,16:32:00
ORD1853,Beverages,Coffee,19,1,19,01-12-2024,16:41:00
ORD1015,Main Course,Dal Makhani,64,3,192,01-12-2024,16:49:00
ORD1428,Street Food,Pani Puri,21,2,42,01-13-2024,10:01:00
ORD0383,Beverages,Cold Drink,20,2,40,01-13-2024,10:40:00
ORD1766,Street Food,Misal Pav,60,3,180,01-13-2024,10:47:00
ORD0856,Beverages,Tea,12,3,36,01-13-2024,11:23:00
ORD1912,Street Food,Vada Pav,12,2,24,01-13-2024,11:27:00
ORD1997,Beverages,Tea,12,3,36,01-13-2024,11:43:00
ORD1086,Main Course,Veg Fried Rice,53,1,53,01-13-2024,12:08:00
ORD0025,Sides,Jeera Rice,35,3,105,01-13-2024,12:27:00
ORD1115,Beverages,Cold Drink,20,1,20,01-13-2024,12:35:00
ORD0307,Sides,Manchurian,54,3,162,01-13-2024,14:05:00
ORD1909,Sides,Jeera Rice,35,1,35,01-13-2024,14:23:00
ORD0123,Street Food,Vada Pav,12,2,24,01-13-2024,14:32:00
ORD1511,Beverages,Tea,12,3,36,01-13-2024,15:11:00
ORD1176,Street Food,Samosa,13,3,39,01-13-2024,16:10:00
ORD1390,Sides,Roti,12,3,36,01-13-2024,16:16:00
ORD0185,Main Course,Veg Fried Rice,53,2,106,01-13-2024,16:30:00
ORD1183,Beverages,Coffee,19,1,19,01-13-2024,16:44:00
ORD1284,Beverages,Tea,12,1,12,01-14-2024,10:46:00
ORD0582,Sides,Jeera Rice,35,1,35,01-14-2024,11:08:00
ORD0822,Sides,Roti,12,2,24,01-14-2024,11:40:00
ORD1134,Sides,Raita,18,1,18,01-14-2024,12:00:00
ORD0252,Sides,Raita,18,3,54,01-14-2024,12:26:00
ORD0997,Beverages,Coffee,19,1,19,01-14-2024,12:41:00
ORD1812,Main Course,Egg Curry,40,1,40,01-14-2024,12:49:00
ORD1533,Main Course,Chicken Sandwich,66,2,132,01-14-2024,12:52:00
ORD0739,Main Course,Veg Pulao,57,3,171,01-14-2024,12:53:00
ORD1466,Street Food,Misal Pav,60,2,120,01-14-2024,13:55:00
ORD0830,Street Food,Vada Pav,12,2,24,01-14-2024,13:57:00
ORD0332,Beverages,Coffee,19,3,57,01-14-2024,14:00:00
ORD1911,Street Food,Vada Pav,12,3,36,01-14-2024,14:18:00
ORD1626,Street Food,Vada Pav,12,3,36,01-14-2024,14:21:00
ORD1845,Sides,French Fries,34,1,34,01-14-2024,14:27:00
ORD1664,Main Course,Veg Pulao,57,2,114,01-14-2024,14:29:00
ORD0987,Beverages,Coffee,19,1,19,01-14-2024,15:34:00
ORD0791,Street Food,Pav Bhaji,69,3,207,01-14-2024,15:57:00
ORD1855,Beverages,Coffee,19,2,38,01-14-2024,16:31:00
ORD0172,Sides,Manchurian,54,2,108,01-14-2024,16:36:00
ORD0737,Main Course,Chicken Fried Rice,71,1,71,01-15-2024,10:06:00
ORD1559,Street Food,Misal Pav,60,1,60,01-15-2024,10:36:00
ORD1537,Sides,Jeera Rice,35,2,70,01-15-2024,11:16:00
ORD0345,Main Course,Dal Makhani,64,3,192,01-15-2024,12:17:00
ORD0513,Street Food,Vada Pav,12,1,12,01-15-2024,12:22:00
ORD0111,Beverages,Coffee,19,1,19,01-15-2024,13:28:00
ORD0456,Beverages,Coffee,19,3,57,01-15-2024,14:12:00
ORD1431,Beverages,Tea,12,3,36,01-15-2024,14:26:00
ORD0823,Main Course,Chicken Fried Rice,71,1,71,01-15-2024,14:27:00
ORD0329,Beverages,Tea,12,1,12,01-15-2024,14:41:00
ORD0191,Main Course,Dal Makhani,64,2,128,01-15-2024,16:30:00
ORD1545,Beverages,Cold Drink,20,3,60,01-15-2024,16:32:00
ORD0734,Beverages,Coffee,19,2,38,01-16-2024,10:17:00
ORD1614,Street Food,Samosa,13,3,39,01-16-2024,10:24:00
ORD1213,Main Course,Dal Makhani,64,1,64,01-16-2024,10:37:00
ORD0727,Main Course,Poha,21,1,21,01-16-2024,10:43:00
ORD0519,Main Course,Chicken Biryani,89,1,89,01-16-2024,11:18:00
ORD1762,Street Food,Vada Pav,12,3,36,01-16-2024,11:19:00
ORD1136,Main Course,Dal Makhani,64,3,192,01-16-2024,11:28:00
ORD0228,Main Course,Egg Curry,40,3,120,01-16-2024,11:34:00
ORD0921,Street Food,Vada Pav,12,3,36,01-16-2024,12:08:00
ORD0234,Street Food,Misal Pav,60,1,60,01-16-2024,12:22:00
ORD1721,Sides,French Fries,34,2,68,01-16-2024,12:25:00
ORD1232,Beverages,Cold Drink,20,1,20,01-16-2024,12:38:00
ORD0960,Street Food,Pani Puri,21,2,42,01-16-2024,13:03:00
ORD0977,Sides,Roti,12,1,12,01-16-2024,13:19:00
ORD0260,Street Food,Samosa,13,2,26,01-16-2024,13:24:00
ORD0451,Sides,Raita,18,3,54,01-16-2024,13:30:00
ORD0908,Sides,Manchurian,54,2,108,01-16-2024,13:38:00
ORD0650,Main Course,Chicken Biryani,89,3,267,01-16-2024,13:44:00
ORD1940,Main Course,Chicken Sandwich,66,3,198,01-16-2024,13:52:00
ORD0308,Sides,Roti,12,3,36,01-16-2024,15:17:00
ORD0663,Sides,Roti,12,2,24,01-16-2024,15:40:00
ORD0219,Main Course,Poha,21,1,21,01-16-2024,15:41:00
ORD1226,Main Course,Chicken Sandwich,66,1,66,01-16-2024,15:47:00
ORD1156,Main Course,Dal Makhani,64,2,128,01-17-2024,10:10:00
ORD1344,Sides,Roti,12,1,12,01-17-2024,10:22:00
ORD0721,Street Food,Samosa,13,2,26,01-17-2024,11:08:00
ORD1023,Main Course,Veg Pulao,57,1,57,01-17-2024,11:13:00
ORD0333,Sides,Manchurian,54,3,162,01-17-2024,11:37:00
ORD1268,Sides,Raita,18,2,36,01-17-2024,11:37:00
ORD0066,Street Food,Pani Puri,21,1,21,01-17-2024,11:46:00
ORD0492,Main Course,Chicken Biryani,89,1,89,01-17-2024,11:55:00
ORD1447,Main Course,Poha,21,1,21,01-17-2024,12:01:00
ORD1674,Sides,Manchurian,54,3,162,01-17-2024,12:03:00
ORD1968,Beverages,Cold Drink,20,1,20,01-17-2024,12:34:00
ORD0430,Main Course,Chicken Biryani,89,1,89,01-17-2024,12:46:00
ORD0668,Sides,Raita,18,1,18,01-17-2024,13:48:00
ORD1001,Sides,French Fries,34,1,34,01-17-2024,13:54:00
ORD0723,Main Course,Dal Makhani,64,2,128,01-17-2024,14:42:00
ORD1202,Sides,Raita,18,1,18,01-17-2024,15:21:00
ORD0669,Main Course,Chicken Fried Rice,71,3,213,01-17-2024,16:02:00
ORD0806,Main Course,Chicken Sandwich,66,1,66,01-17-2024,16:04:00
ORD0137,Main Course,Chicken Sandwich,66,2,132,01-17-2024,16:35:00
ORD1109,Beverages,Tea,12,2,24,01-18-2024,10:02:00
ORD1061,Beverages,Coffee,19,3,57,01-18-2024,10:35:00
ORD1406,Street Food,Vada Pav,12,3,36,01-18-2024,10:42:00
ORD0103,Sides,Roti,12,1,12,01-18-2024,11:05:00
ORD0758,Beverages,Tea,12,3,36,01-18-2024,11:12:00
ORD0312,Sides,Raita,18,2,36,01-18-2024,11:23:00
ORD1677,Street Food,Vada Pav,12,2,24,01-18-2024,11:59:00
ORD0236,Street Food,Pav Bhaji,69,2,138,01-18-2024,14:48:00
ORD0299,Sides,Jeera Rice,35,3,105,01-18-2024,15:16:00
ORD1368,Beverages,Cold Drink,20,3,60,01-18-2024,15:26:00
